,Filename,Eint_H2O,original_SMILES,CanonSMILES,Class_label,tail_atom_ids_r1,tail_atom_ids_r2
911,CC1_CC_C-C_C1-CC_S,-0.054604,CC1=CC=C(C=C1)CC=S,Cc1ccc(CC=S)cc1,4,"(0, 1, 2, 3, 4, 8, 9)","(5,)"
912,CC1_CC_C-C_C1-CNCS,-0.064754,CC1=CC=C(C=C1)CNCS,Cc1ccc(CNCS)cc1,4,"(0, 1, 2, 3, 4, 9, 10)","(5,)"
913,CC1_CC_C-C_C1-CNS,-0.098984,CC1=CC=C(C=C1)CNS,Cc1ccc(CNS)cc1,4,"(0, 1, 2, 3, 4, 8, 9)","(5,)"
914,CC1_CC_C-C_C1-C_NS,-0.063104,CC1=CC=C(C=C1)C=NS,Cc1ccc(C=NS)cc1,4,"(0, 1, 2, 3, 4, 8, 9)","(5,)"
915,CC1_CC_C-C_C1-COS,-0.021084,CC1=CC=C(C=C1)COS,Cc1ccc(COS)cc1,4,"(0, 1, 2, 3, 4, 8, 9)","(5,)"
916,CC1_CC_C-C_C1-CS,-0.060734,CC1=CC=C(C=C1)CS,Cc1ccc(CS)cc1,4,"(0, 1, 2, 3, 4, 7, 8)","(5,)"
917,CC1_CC_C-C_C1-C_S,-0.073264,CC1=CC=C(C=C1)C=S,Cc1ccc(C=S)cc1,4,"(0, 1, 2, 3, 4, 7, 8)","(5,)"
918,CC1_CC_C-C_C1-NCCS,-0.050954,CC1=CC=C(C=C1)NCCS,Cc1ccc(NCCS)cc1,4,"(0, 1, 2, 3, 4, 9, 10)","(5,)"
920,CC1_CC_C-C_C1-NC_S,-0.081774,CC1=CC=C(C=C1)NC=S,Cc1ccc(NC=S)cc1,4,"(0, 1, 2, 3, 4, 8, 9)","(5,)"
921,CC1_CC_C-C_C1-NS,-0.042394,CC1=CC=C(C=C1)NS,Cc1ccc(NS)cc1,4,"(0, 1, 2, 3, 4, 7, 8)","(5,)"
922,CC1_CC_C-C_C1-OCCS,-0.049854,CC1=CC=C(C=C1)OCCS,Cc1ccc(OCCS)cc1,4,"(0, 1, 2, 3, 4, 9, 10)","(5,)"
923,CC1_CC_C-C_C1-OCS,-0.045924,CC1=CC=C(C=C1)OCS,Cc1ccc(OCS)cc1,4,"(0, 1, 2, 3, 4, 8, 9)","(5,)"
924,CC1_CC_C-C_C1-OC_S,-0.138974,CC1=CC=C(C=C1)OC=S,Cc1ccc(OC=S)cc1,4,"(0, 1, 2, 3, 4, 8, 9)","(5,)"
925,CC1_CC_C-C_C1-ONC_S,-0.083524,CC1=CC=C(C=C1)ONC=S,Cc1ccc(ONC=S)cc1,4,"(0, 1, 2, 3, 4, 9, 10)","(5,)"
926,CC1_CC_C-C_C1-OS,-0.062464,CC1=CC=C(C=C1)OS,Cc1ccc(OS)cc1,4,"(0, 1, 2, 3, 4, 7, 8)","(5,)"
927,CCC1_CC_C-C_C1-C_S,-0.060394,CCC1=CC=C(C=C1)C=S,CCc1ccc(C=S)cc1,4,"(0, 1)","(2, 3, 4, 5, 8, 9)"
928,CCC1_CC_C-C_C1-NCS,-0.046674,CCC1=CC=C(C=C1)NCS,CCc1ccc(NCS)cc1,4,"(0, 1)","(2, 3, 4, 5, 9, 10)"
929,CCC1_CC_C-C_C1-NC_S,-0.091324,CCC1=CC=C(C=C1)NC=S,CCc1ccc(NC=S)cc1,4,"(0, 1)","(2, 3, 4, 5, 9, 10)"
930,CCC1_CC_C-C_C1-NNS,-0.046534,CCC1=CC=C(C=C1)NNS,CCc1ccc(NNS)cc1,4,"(0, 1)","(2, 3, 4, 5, 9, 10)"
931,CCC1_CC_C-C_C1-NS,-0.044264,CCC1=CC=C(C=C1)NS,CCc1ccc(NS)cc1,4,"(0, 1)","(2, 3, 4, 5, 8, 9)"
932,CCC1_CC_C-C_C1-OS,-0.024034,CCC1=CC=C(C=C1)OS,CCc1ccc(OS)cc1,4,"(0, 1)","(2, 3, 4, 5, 8, 9)"
933,CCC1_CC_C-C_C1-S,-0.044424,CCC1=CC=C(C=C1)S,CCc1ccc(S)cc1,4,"(0, 1)","(2, 3, 4, 5, 7, 8)"
934,CCCC1_CC_C-C_C1-C_S,-0.031064,CCCC1=CC=C(C=C1)C=S,CCCc1ccc(C=S)cc1,4,"(0, 1)","(2,)"
935,CCCC1_CC_C-C_C1-NS,-0.034214,CCCC1=CC=C(C=C1)NS,CCCc1ccc(NS)cc1,4,"(0, 1)","(2,)"
936,CC_CC1_CC_C-C_C1-S,-0.074154,CC=CC1=CC=C(C=C1)S,CC=Cc1ccc(S)cc1,4,"(0, 1)","(2,)"
937,CCCC1_CC_C-C_C1-S,-0.049714,CCCC1=CC=C(C=C1)S,CCCc1ccc(S)cc1,4,"(0, 1)","(2,)"
938,CCCCC1_CC_C-C_C1-S,-0.049754,CCCCC1=CC=C(C=C1)S,CCCCc1ccc(S)cc1,4,"(0, 1)","(2,)"
939,CC_CC_CS,-0.023553,CC=CC=CS,CC=CC=CS,4,"(0, 1)","(2,)"
940,CCC_CC_S,-0.15879,CCC=CC=S,CCC=CC=S,4,"(0, 1)","(2,)"
942,CCCCC_S,-0.034113,CCCCC=S,CCCCC=S,4,"(0, 1)","(2,)"
943,CCCCNS,-0.032491,CCCCNS,CCCCNS,4,"(0, 1)","(2,)"
944,CC_CCNS,-0.055536,CC=CCNS,CC=CCNS,4,"(0, 1)","(2,)"
945,C-C_CC-_O-O-C_S,-0.335584,C(C=CC(=O)O)C=S,O=C(O)C=CCC=S,4,"(0, 1)","(2, 3)"
946,C-C_CC-_O-O-S,-0.451839,C(C=CC(=O)O)S,O=C(O)C=CCS,4,"(0, 1)","(2, 3)"
947,CCCCOS,-0.027776,CCCCOS,CCCCOS,4,"(0, 1)","(2,)"
948,C-C_CC_O-S,-0.27794,C(C=CC=O)S,O=CC=CCS,4,"(0, 1)","(2,)"
949,CCCCS,-0.050171,CCCCS,CCCCS,4,"(0, 1)","(2,)"
951,CC_CC_S,-0.163875,CC=CC=S,CC=CC=S,4,"(0, 1)","(2,)"
952,CCCC_S,-0.035878,CCCC=S,CCCC=S,4,"(0, 1)","(2,)"
954,C-C_CCS-N,-0.334826,C(C=CCS)N,NCC=CCS,4,"(0, 1)","(2,)"
955,C-C_CCS-O,-0.221847,C(C=CCS)O,OCC=CCS,4,"(0, 1)","(2,)"
956,CCCNC1_CC_C-C_C1-S,-0.105644,CCCNC1=CC=C(C=C1)S,CCCNc1ccc(S)cc1,4,"(0, 1)","(2,)"
957,CCCNCS,-0.035136,CCCNCS,CCCNCS,4,"(0, 1)","(2,)"
959,CCCNS,-0.044022,CCCNS,CCCNS,4,"(0, 1)","(2,)"
960,C-C_CN-S,-0.192173,C(C=CN)S,NC=CCS,4,"(0, 1)","(2,)"
961,CC_CN_S,-0.16609,CC=CN=S,CC=CN=S,4,"(0, 1)","(2,)"
962,CCC_NS,-0.149216,CCC=NS,CCC=NS,4,"(0, 1)","(2,)"
964,CCCOCS,-0.041967,CCCOCS,CCCOCS,4,"(0, 1)","(2,)"
965,CC_COC_S,-0.171141,CC=COC=S,CC=COC=S,4,"(0, 1)","(2,)"
966,CCCOC_S,-0.058463,CCCOC=S,CCCOC=S,4,"(0, 1)","(2,)"
967,C-_CC-_O-O-C_CS,-0.321971,C(=CC(=O)O)C=CS,O=C(O)C=CC=CS,4,"(0, 1)","(2, 3)"
968,C-CC-_O-O-CNS,-0.294721,C(CC(=O)O)CNS,O=C(O)CCCNS,4,"(0, 1)","(2, 3)"
969,C-CC-_O-O-CS,-0.352972,C(CC(=O)O)CS,O=C(O)CCCS,4,"(0, 1)","(2, 3)"
970,C-CC-_O-O-C_S,-0.411217,C(CC(=O)O)C=S,O=C(O)CCC=S,4,"(0, 1)","(2, 3)"
973,CC_CS,-0.120316,CC=CS,CC=CS,4,"(0, 1)","(2,)"
974,CCC_S,-0.057547,CCC=S,CCC=S,4,"(0, 1)","(2,)"
975,C-CC_S-CC-_O-O,-0.43157,C(CC=S)CC(=O)O,O=C(O)CCCC=S,4,"(0, 1)","(2, 3)"
976,C-CCS-CC-_O-O,-0.345184,C(CCS)CC(=O)O,O=C(O)CCCCS,4,"(0, 1)","(2, 3)"
978,C-CCS-CN,-0.357374,C(CCS)CN,NCCCCS,4,"(0, 1)","(2,)"
980,C-CCS-CO,-0.193204,C(CCS)CO,OCCCCS,4,"(0, 1)","(2,)"
982,CC_NC1_CC_C-C_C1-S,-0.118664,CC=NC1=CC=C(C=C1)S,CC=Nc1ccc(S)cc1,4,"(0, 1)","(2,)"
983,CCNC1_CC_C-C_C1-S,-0.068174,CCNC1=CC=C(C=C1)S,CCNc1ccc(S)cc1,4,"(0, 1)","(2,)"
984,CCNCC1_CC_C-C_C1-S,-0.072884,CCNCC1=CC=C(C=C1)S,CCNCc1ccc(S)cc1,4,"(0, 1)","(2,)"
985,CCNCCS,-0.028736,CCNCCS,CCNCCS,4,"(0, 1)","(2,)"
986,CC_NCCS,-0.110142,CC=NCCS,CC=NCCS,4,"(0, 1)","(2,)"
987,CCN_CC_S,-0.05683,CCN=CC=S,CCN=CC=S,4,"(0, 1)","(2,)"
988,CCNCC_S,-0.090012,CCNCC=S,CCNCC=S,4,"(0, 1)","(2,)"
989,C-CN-CNS,-0.340884,C(CN)CNS,NCCCNS,4,"(0, 1)","(2,)"
990,C-CN-COS,-0.336894,C(CN)COS,NCCCOS,4,"(0, 1)","(2,)"
991,CCNCS,-0.036694,CCNCS,CCNCS,4,"(0, 1)","(2,)"
992,C-_CN-C_S,-0.184901,C(=CN)C=S,NC=CC=S,4,"(0, 1)","(2,)"
993,C-CN-CS,-0.313281,C(CN)CS,NCCCS,4,"(0, 1)","(2,)"
995,CC_NCS,-0.076182,CC=NCS,CC=NCS,4,"(0, 1)","(2,)"
996,CC_NC_S,-0.136389,CC=NC=S,CC=NC=S,4,"(0, 1)","(2,)"
998,C-CNC_S-N,-0.255094,C(CNC=S)N,NCCNC=S,4,"(0, 1)","(2,)"
999,C-CNCS-N,-0.375998,C(CNCS)N,NCCNCS,4,"(0, 1)","(2,)"
1000,CCNNCS,-0.04331,CCNNCS,CCNNCS,4,"(0, 1)","(2,)"
1001,C-_CN_N-C_S,-0.174686,C(=CN=N)C=S,N=NC=CC=S,4,"(0, 1)","(2,)"
1002,C-CNN-CS,-0.350416,C(CNN)CS,NNCCCS,4,"(0, 1)","(2,)"
1003,CC_NNC_S,-0.153967,CC=NNC=S,CC=NNC=S,4,"(0, 1)","(2,)"
1004,CCNNC_S,-0.070955,CCNNC=S,CCNNC=S,4,"(0, 1)","(2,)"
1006,C-CNO-CS,-0.167663,C(CNO)CS,ONCCCS,4,"(0, 1)","(2,)"
1007,CC_NS,-0.017136,CC=NS,CC=NS,4,"(0, 1)","(2,)"
1008,C-CNS-CO,-0.231335,C(CNS)CO,OCCCNS,4,"(0, 1)","(2,)"
1009,C-CNS-C-_O-O,-0.335932,C(CNS)C(=O)O,O=C(O)CCNS,4,"(0, 1)","(2, 3)"
1010,C-CNS-N,-0.375917,C(CNS)N,NCCNS,4,"(0, 1)","(2,)"
1012,CCOC1_CC_C-C_C1-S,-0.018744,CCOC1=CC=C(C=C1)S,CCOc1ccc(S)cc1,4,"(0, 1)","(2,)"
1013,CCOCC1_CC_C-C_C1-S,-0.038104,CCOCC1=CC=C(C=C1)S,CCOCc1ccc(S)cc1,4,"(0, 1)","(2,)"
1014,CCOCC_S,-0.05331,CCOCC=S,CCOCC=S,4,"(0, 1)","(2,)"
1015,CCOCNS,-0.045204,CCOCNS,CCOCNS,4,"(0, 1)","(2,)"
1016,C-COC-_O-O-CS,-0.52216,C(COC(=O)O)CS,O=C(O)OCCCS,4,"(0, 1)","(2, 3)"
1017,C-CO-COS,-0.205943,C(CO)COS,OCCCOS,4,"(0, 1)","(2,)"
1018,C-CO-CS,-0.202254,C(CO)CS,OCCCS,4,"(0, 1)","(2,)"
1019,CCOC_S,-0.052953,CCOC=S,CCOC=S,4,"(0, 1)","(2,)"
1020,C-COCS-N,-0.282184,C(COCS)N,NCCOCS,4,"(0, 1)","(2,)"
1021,C-COC_S-O,-0.251194,C(COC=S)O,OCCOC=S,4,"(0, 1)","(2,)"
1022,C-COCS-O,-0.205502,C(COCS)O,OCCOCS,4,"(0, 1)","(2,)"
1023,C-CO-NCS,-0.219744,C(CO)NCS,OCCNCS,4,"(0, 1)","(2,)"
1024,C-CON-CS,-0.242621,C(CON)CS,NOCCCS,4,"(0, 1)","(2,)"
1025,C-CO-NS,-0.246818,C(CO)NS,OCCNS,4,"(0, 1)","(2,)"
1026,C-C-_O-O-NCS,-0.407143,C(C(=O)O)NCS,O=C(O)CNCS,4,"(0, 1)","(2, 3)"
1027,C-C-_O-O-NS,-0.400206,C(C(=O)O)NS,O=C(O)CNS,4,"(0, 1)","(2, 3)"
1028,C-C-_O-O-OCS,-0.363888,C(C(=O)O)OCS,O=C(O)COCS,4,"(0, 1)","(2, 3)"
1030,C-C-_O-O-ONS,-0.352996,C(C(=O)O)ONS,O=C(O)CONS,4,"(0, 1)","(2, 3)"
1032,C-COS-O,-0.215341,C(COS)O,OCCOS,4,"(0, 1)","(2,)"
1033,C-CS-C_CC-_O-O,-0.21804,C(CS)C=CC(=O)O,O=C(O)C=CCCS,4,"(0, 1)","(2, 3)"
1034,C-_CS-C_O,-0.291457,C(=CS)C=O,O=CC=CS,4,"(0, 1)","(2,)"
1035,C-_CS-C-_O-O,-0.361976,C(=CS)C(=O)O,O=C(O)C=CS,4,"(0, 1)","(2, 3)"
1037,C-CS-C-_O-O,-0.379305,C(CS)C(=O)O,O=C(O)CCS,4,"(0, 1)","(2, 3)"
1039,C-CS-N,-0.349026,C(CS)N,NCCS,4,"(0, 1)","(2,)"
1040,C-C_S-NCC-_O-O,-0.41527,C(C=S)NCC(=O)O,O=C(O)CNCC=S,4,"(0, 1)","(2, 3)"
1041,C-CS-NCC-_O-O,-0.341137,C(CS)NCC(=O)O,O=C(O)CNCCS,4,"(0, 1)","(2, 3)"
1042,C-CS-N_CN,-0.107356,C(CS)N=CN,NC=NCCS,4,"(0, 1)","(2,)"
1043,C-CS-NCO,-0.17096,C(CS)NCO,OCNCCS,4,"(0, 1)","(2,)"
1044,C-CS-NN,-0.343113,C(CS)NN,NNCCS,4,"(0, 1)","(2,)"
1045,C-C_S-NO,-0.238719,C(C=S)NO,ONCC=S,4,"(0, 1)","(2,)"
1046,C-_CS-O,-0.311451,C(=CS)O,OC=CS,4,"(0, 1)","(2,)"
1047,C-C_S-O,-0.189457,C(C=S)O,OCC=S,4,"(0, 1)","(2,)"
1048,C-CS-OCC-_O-O,-0.369432,C(CS)OCC(=O)O,O=C(O)COCCS,4,"(0, 1)","(2, 3)"
1049,C-CS-OC-_O-O,-0.327778,C(CS)OC(=O)O,O=C(O)OCCS,4,"(0, 1)","(2, 3)"
1050,C-CS-ONN,-0.330703,C(CS)ONN,NNOCCS,4,"(0, 1)","(2,)"
1051,CNC1_CC_C-C_C1-CCCS,-0.075244,CNC1=CC=C(C=C1)CCCS,CNc1ccc(CCCS)cc1,4,"(0, 1)","(2, 3, 4, 5, 10, 11)"
1053,CNC1_CC_C-C_C1-CCS,-0.099934,CNC1=CC=C(C=C1)CCS,CNc1ccc(CCS)cc1,4,"(0, 1)","(2, 3, 4, 5, 9, 10)"
1054,CNC1_CC_C-C_C1-COS,-0.106384,CNC1=CC=C(C=C1)COS,CNc1ccc(COS)cc1,4,"(0, 1)","(2, 3, 4, 5, 9, 10)"
1055,CNC1_CC_C-C_C1-CS,-0.124284,CNC1=CC=C(C=C1)CS,CNc1ccc(CS)cc1,4,"(0, 1)","(2, 3, 4, 5, 8, 9)"
1056,CNC1_CC_C-C_C1-NS,-0.106554,CNC1=CC=C(C=C1)NS,CNc1ccc(NS)cc1,4,"(0, 1)","(2, 3, 4, 5, 8, 9)"
1057,CNC1_CC_C-C_C1-S,-0.083254,CNC1=CC=C(C=C1)S,CNc1ccc(S)cc1,4,"(0, 1)","(2, 3, 4, 5, 7, 8)"
1058,CNCC1_CC_C-C_C1-OS,-0.055324,CNCC1=CC=C(C=C1)OS,CNCc1ccc(OS)cc1,4,"(0, 1)","(2,)"
1059,CNCC1_CC_C-C_C1-S,-0.118894,CNCC1=CC=C(C=C1)S,CNCc1ccc(S)cc1,4,"(0, 1)","(2,)"
1060,CNCCC1_CC_C-C_C1-S,-0.075064,CNCCC1=CC=C(C=C1)S,CNCCc1ccc(S)cc1,4,"(0, 1)","(2,)"
1061,CNCC_CC1_CC_C-C_C1-S,-0.052264,CNCC=CC1=CC=C(C=C1)S,CNCC=Cc1ccc(S)cc1,4,"(0, 1)","(2,)"
1062,CNCCCCS,-0.069304,CNCCCCS,CNCCCCS,4,"(0, 1)","(2,)"
1064,CNCCCOS,-0.074583,CNCCCOS,CNCCCOS,4,"(0, 1)","(2,)"
1065,CNCCCS,-0.044868,CNCCCS,CNCCCS,4,"(0, 1)","(2,)"
1066,CNC_CCS,-0.072046,CNC=CCS,CNC=CCS,4,"(0, 1)","(2,)"
1067,CNCCC_S,-0.05474,CNCCC=S,CNCCC=S,4,"(0, 1)","(2,)"
1068,CNCCNCS,-0.022344,CNCCNCS,CNCCNCS,4,"(0, 1)","(2,)"
1069,CNCCNC_S,-0.072554,CNCCNC=S,CNCCNC=S,4,"(0, 1)","(2,)"
1070,CNCCNS,-0.02363,CNCCNS,CNCCNS,4,"(0, 1)","(2,)"
1071,CNCCOC1_CC_C-C_C1-S,-0.138354,CNCCOC1=CC=C(C=C1)S,CNCCOc1ccc(S)cc1,4,"(0, 1)","(2,)"
1072,CNCCOCS,-0.039414,CNCCOCS,CNCCOCS,4,"(0, 1)","(2,)"
1073,CNCCOC_S,-0.049587,CNCCOC=S,CNCCOC=S,4,"(0, 1)","(2,)"
1075,C-N_CC_O-S,-0.334281,C(N=CC=O)S,O=CC=NCS,4,"(0, 1)","(2,)"
1076,CNCCS,-0.047668,CNCCS,CNCCS,4,"(0, 1)","(2,)"
1077,CN_CC_S,-0.152213,CN=CC=S,CN=CC=S,4,"(0, 1)","(2,)"
1078,CNCC_S,-0.070282,CNCC=S,CNCC=S,4,"(0, 1)","(2,)"
1079,CN_CNC_S,-0.048276,CN=CNC=S,CN=CNC=S,4,"(0, 1)","(2,)"
1081,C-_N-C_NS,-0.301776,C(=N)C=NS,N=CC=NS,4,"(0, 1)","(2,)"
1083,CNCOCS,-0.017193,CNCOCS,CNCOCS,4,"(0, 1)","(2,)"
1084,C-NC-_O-O-S,-0.425582,C(NC(=O)O)S,O=C(O)NCS,4,"(0, 1)","(2, 3)"
1085,C-NC_O-S,-0.190724,C(NC=O)S,O=CNCS,4,"(0, 1)","(2,)"
1086,C-_N-C_S,-0.164661,C(=N)C=S,N=CC=S,4,"(0, 1)","(2,)"
1087,CNC_S,-0.089193,CNC=S,CNC=S,4,"(0, 1)","(2,)"
1089,C-NC_S-O,-0.293004,C(NC=S)O,OCNC=S,4,"(0, 1)","(2,)"
1090,C-NCS-O,-0.212044,C(NCS)O,OCNCS,4,"(0, 1)","(2,)"
1091,CNNCS,-0.032847,CNNCS,CNNCS,4,"(0, 1)","(2,)"
1092,CNNC_S,-0.096298,CNNC=S,CNNC=S,4,"(0, 1)","(2,)"
1093,CNNNC_S,-0.06637,CNNNC=S,CNNNC=S,4,"(0, 1)","(2,)"
1094,CNNNNNS,-0.051198,CNNNNNS,CNNNNNS,4,"(0, 1)","(2,)"
1095,C-NN-S,-0.315643,C(NN)S,NNCS,4,"(0, 1)","(2,)"
1097,CNOCCS,-0.051556,CNOCCS,CNOCCS,4,"(0, 1)","(2,)"
1098,CNOCS,-0.081875,CNOCS,CNOCS,4,"(0, 1)","(2,)"
1099,C-N-OC_S,-0.190982,C(N)OC=S,NCOC=S,4,"(0, 1)","(2,)"
1100,C-N-OS,-0.251701,C(N)OS,NCOS,4,"(0, 1)","(2,)"
1101,C-NO-S,-0.164906,C(NO)S,ONCS,4,"(0, 1)","(2,)"
1102,C-_NS-N,-0.12435,C(=NS)N,NC=NS,4,"(0, 1)","(2,)"
1103,COC1_CC_C-C_C1-CCCS,-0.067984,COC1=CC=C(C=C1)CCCS,COc1ccc(CCCS)cc1,4,"(0, 1)","(2, 3, 4, 5, 10, 11)"
1105,COC1_CC_C-C_C1-CCNS,-0.013804,COC1=CC=C(C=C1)CCNS,COc1ccc(CCNS)cc1,4,"(0, 1)","(2, 3, 4, 5, 10, 11)"
1106,COC1_CC_C-C_C1-CCS,-0.091134,COC1=CC=C(C=C1)CCS,COc1ccc(CCS)cc1,4,"(0, 1)","(2, 3, 4, 5, 9, 10)"
1107,COC1_CC_C-C_C1-CC_S,-0.111404,COC1=CC=C(C=C1)CC=S,COc1ccc(CC=S)cc1,4,"(0, 1)","(2, 3, 4, 5, 9, 10)"
1108,COC1_CC_C-C_C1-CNCS,-0.080154,COC1=CC=C(C=C1)CNCS,COc1ccc(CNCS)cc1,4,"(0, 1)","(2, 3, 4, 5, 10, 11)"
1109,COC1_CC_C-C_C1-CNS,-0.082604,COC1=CC=C(C=C1)CNS,COc1ccc(CNS)cc1,4,"(0, 1)","(2, 3, 4, 5, 9, 10)"
1110,COC1_CC_C-C_C1-C_NS,-0.074134,COC1=CC=C(C=C1)C=NS,COc1ccc(C=NS)cc1,4,"(0, 1)","(2, 3, 4, 5, 9, 10)"
1112,COC1_CC_C-C_C1-COC_S,-0.077014,COC1=CC=C(C=C1)COC=S,COc1ccc(COC=S)cc1,4,"(0, 1)","(2, 3, 4, 5, 10, 11)"
1114,COC1_CC_C-C_C1-CS,-0.077034,COC1=CC=C(C=C1)CS,COc1ccc(CS)cc1,4,"(0, 1)","(2, 3, 4, 5, 8, 9)"
1115,COC1_CC_C-C_C1-C_S,-0.094564,COC1=CC=C(C=C1)C=S,COc1ccc(C=S)cc1,4,"(0, 1)","(2, 3, 4, 5, 8, 9)"
1116,COC1_CC_C-C_C1-NCCS,-0.054854,COC1=CC=C(C=C1)NCCS,COc1ccc(NCCS)cc1,4,"(0, 1)","(2, 3, 4, 5, 10, 11)"
1117,COC1_CC_C-C_C1-N_CC_S,-0.111294,COC1=CC=C(C=C1)N=CC=S,COc1ccc(N=CC=S)cc1,4,"(0, 1)","(2, 3, 4, 5, 10, 11)"
1118,COC1_CC_C-C_C1-NCS,-0.063834,COC1=CC=C(C=C1)NCS,COc1ccc(NCS)cc1,4,"(0, 1)","(2, 3, 4, 5, 9, 10)"
1119,COC1_CC_C-C_C1-NC_S,-0.085974,COC1=CC=C(C=C1)NC=S,COc1ccc(NC=S)cc1,4,"(0, 1)","(2, 3, 4, 5, 9, 10)"
1120,COC1_CC_C-C_C1-NS,-0.094534,COC1=CC=C(C=C1)NS,COc1ccc(NS)cc1,4,"(0, 1)","(2, 3, 4, 5, 8, 9)"
1121,COC1_CC_C-C_C1-OCCS,-0.069644,COC1=CC=C(C=C1)OCCS,COc1ccc(OCCS)cc1,4,"(0, 1)","(2, 3, 4, 5, 10, 11)"
1122,COC1_CC_C-C_C1-OCS,-0.071714,COC1=CC=C(C=C1)OCS,COc1ccc(OCS)cc1,4,"(0, 1)","(2, 3, 4, 5, 9, 10)"
1123,COC1_CC_C-C_C1-OC_S,-0.091504,COC1=CC=C(C=C1)OC=S,COc1ccc(OC=S)cc1,4,"(0, 1)","(2, 3, 4, 5, 9, 10)"
1124,COC1_CC_C-C_C1-OS,-0.087344,COC1=CC=C(C=C1)OS,COc1ccc(OS)cc1,4,"(0, 1)","(2, 3, 4, 5, 8, 9)"
1125,COC1_CC_C-C_C1-S,-0.065624,COC1=CC=C(C=C1)S,COc1ccc(S)cc1,4,"(0, 1)","(2, 3, 4, 5, 7, 8)"
1127,COCC1_CC_C-C_C1-NS,-0.007964,COCC1=CC=C(C=C1)NS,COCc1ccc(NS)cc1,4,"(0, 1)","(2,)"
1128,COCCCC1_CC_C-C_C1-S,-0.024614,COCCCC1=CC=C(C=C1)S,COCCCc1ccc(S)cc1,4,"(0, 1)","(2,)"
1129,COCCCCS,-0.030754,COCCCCS,COCCCCS,4,"(0, 1)","(2,)"
1130,COCC_CCS,-0.038821,COCC=CCS,COCC=CCS,4,"(0, 1)","(2,)"
1131,COCCCNS,-0.036295,COCCCNS,COCCCNS,4,"(0, 1)","(2,)"
1132,COCCCOS,-0.020283,COCCCOS,COCCCOS,4,"(0, 1)","(2,)"
1133,COCCCS,-0.037071,COCCCS,COCCCS,4,"(0, 1)","(2,)"
1134,COCCNCS,-0.02009,COCCNCS,COCCNCS,4,"(0, 1)","(2,)"
1135,COCCNS,-0.014904,COCCNS,COCCNS,4,"(0, 1)","(2,)"
1136,COCCOC1_CC_C-C_C1-S,-0.085484,COCCOC1=CC=C(C=C1)S,COCCOc1ccc(S)cc1,4,"(0, 1)","(2,)"
1137,COCCOCS,-0.019362,COCCOCS,COCCOCS,4,"(0, 1)","(2,)"
1138,COCCOS,-0.053649,COCCOS,COCCOS,4,"(0, 1)","(2,)"
1139,COCC_S,-0.02409,COCC=S,COCC=S,4,"(0, 1)","(2,)"
1140,COC_NC1_CC_C-C_C1-S,-0.080144,COC=NC1=CC=C(C=C1)S,COC=Nc1ccc(S)cc1,4,"(0, 1)","(2,)"
1141,COCNCCS,-0.064547,COCNCCS,COCNCCS,4,"(0, 1)","(2,)"
1142,COC_NCCS,-0.063338,COC=NCCS,COC=NCCS,4,"(0, 1)","(2,)"
1143,COCNC_S,-0.07732,COCNC=S,COCNC=S,4,"(0, 1)","(2,)"
1144,COCNS,-0.03578,COCNS,COCNS,4,"(0, 1)","(2,)"
1145,C-_O-C_S,-0.215116,C(=O)C=S,O=CC=S,4,"(0, 1)","(2,)"
1146,COC_S,-0.09772,COC=S,COC=S,4,"(0, 1)","(2,)"
1148,CONC1_CC_C-C_C1-OS,-0.070124,CONC1=CC=C(C=C1)OS,CONc1ccc(OS)cc1,4,"(0, 1)","(2,)"
1149,CONC1_CC_C-C_C1-S,-0.033634,CONC1=CC=C(C=C1)S,CONc1ccc(S)cc1,4,"(0, 1)","(2,)"
1150,CON_CC_S,-0.077851,CON=CC=S,CON=CC=S,4,"(0, 1)","(2,)"
1151,CONCNS,-0.068063,CONCNS,CONCNS,4,"(0, 1)","(2,)"
1152,C-_O-NC_S,-0.246906,C(=O)NC=S,O=CNC=S,4,"(0, 1)","(2,)"
1153,CONC_S,-0.094808,CONC=S,CONC=S,4,"(0, 1)","(2,)"
1154,C-_O-NNC_S,-0.227351,C(=O)NNC=S,O=CNNC=S,4,"(0, 1)","(2,)"
1155,C-_O--NNS-O,-0.456109,C(=O)(NNS)O,O=C(O)NNS,4,"(0, 1)","(2, 3)"
1156,CONS,-0.056553,CONS,CONS,4,"(0, 1)","(2,)"
1157,C-ON-S,-0.235528,C(ON)S,NOCS,4,"(0, 1)","(2,)"
1158,COOC1_CC_C-C_C1-S,-0.093104,COOC1=CC=C(C=C1)S,COOc1ccc(S)cc1,4,"(0, 1)","(2,)"
1159,C-O-OCS,-0.229662,C(O)OCS,OCOCS,4,"(0, 1)","(2,)"
1160,C-_O--O-ONS,-0.372725,C(=O)(O)ONS,O=C(O)ONS,4,"(0, 1)","(2, 3)"
1161,C-O-OOS,-0.278607,C(O)OOS,OCOOS,4,"(0, 1)","(2,)"
1163,C-_S-NC-_O-O,-0.529919,C(=S)NC(=O)O,O=C(O)NC=S,4,"(0, 1)","(2, 3)"
1164,C-_S-NN,-0.172637,C(=S)NN,NNC=S,4,"(0, 1)","(2,)"
1165,C-_S-NNN,-0.257095,C(=S)NNN,NNNC=S,4,"(0, 1)","(2,)"
1167,C-_S-ON,-0.179667,C(=S)ON,NOC=S,4,"(0, 1)","(2,)"
1168,C-_S-ONN,-0.134089,C(=S)ONN,NNOC=S,4,"(0, 1)","(2,)"
