,Filename,Eint_H2O,original_SMILES,CanonSMILES,Class_label,tail_atom_ids_r1,tail_atom_ids_r2
487,C-N-NN,-0.298817,C(N)NN,NCNN,1,"(0, 1)","(2,)"
488,CNNNCCN,-0.085754,CNNNCCN,CNNNCCN,1,"(0, 1)","(2,)"
489,C-N-NNCN,-0.329849,C(N)NNCN,NCNNCN,1,"(4, 5)","(3,)"
492,C-_NNN-N,-0.20915,C(=NNN)N,NC=NNN,1,"(3, 4)","(2,)"
493,C-N-NNN,-0.299749,C(N)NNN,NCNNN,1,"(0, 1)","(2,)"
494,C-NN-NN,-0.247513,C(NN)NN,NNCNN,1,"(0, 1)","(2,)"
495,CNN_NN,-0.203635,CNN=NN,CNN=NN,1,"(0, 1)","(2,)"
496,C-_NN-N_NN,-0.255869,C(=NN)N=NN,NN=CN=NN,1,"(0, 1)","(2,)"
497,C-NN-ON,-0.308653,C(NN)ON,NNCON,1,"(0, 1)","(2,)"
498,CNOC1_CC_C-C_C1-N,-0.068974,CNOC1=CC=C(C=C1)N,CNOc1ccc(N)cc1,1,"(0, 1)","(2,)"
499,CNOCCCN,-0.067274,CNOCCCN,CNOCCCN,1,"(0, 1)","(2,)"
500,CNOCCN,-0.062288,CNOCCN,CNOCCN,1,"(0, 1)","(2,)"
501,CNOCN,-0.046082,CNOCN,CNOCN,1,"(0, 1)","(2,)"
502,C-N-OCN,-0.344407,C(N)OCN,NCOCN,1,"(3, 4)","(2,)"
503,CNOCNN,-0.018776,CNOCNN,CNOCNN,1,"(0, 1)","(2,)"
504,C-_NOC_O-N,-0.258607,C(=NOC=O)N,NC=NOC=O,1,"(4, 5)","(3,)"
505,C-_N-ON,-0.290221,C(=N)ON,N=CON,1,"(0, 1)","(2,)"
506,C-_NO-N,-0.207524,C(=NO)N,NC=NO,1,"(2, 3)","(1,)"
507,C-N-ON,-0.300727,C(N)ON,NCON,1,"(0, 1)","(2,)"
508,CNON_CN,-0.031224,CNON=CN,CNON=CN,1,"(0, 1)","(2,)"
509,C-N-OOCN,-0.241546,C(N)OOCN,NCOOCN,1,"(4, 5)","(3,)"
510,C-NO-ON,-0.170045,C(NO)ON,NOCNO,1,"(3, 4)","(2,)"
511,COC1_CC_C-C_C1-CCCN,-0.006154,COC1=CC=C(C=C1)CCCN,COc1ccc(CCCN)cc1,1,"(0, 1)","(2, 3, 4, 5, 10, 11)"
512,COC1_CC_C-C_C1-C_CCN,-0.061234,COC1=CC=C(C=C1)C=CCN,COc1ccc(C=CCN)cc1,1,"(0, 1)","(2, 3, 4, 5, 10, 11)"
513,COC1_CC_C-C_C1-CCN,-0.004154,COC1=CC=C(C=C1)CCN,COc1ccc(CCN)cc1,1,"(0, 1)","(2, 3, 4, 5, 9, 10)"
514,COC1_CC_C-C_C1-CCNN,-0.064584,COC1=CC=C(C=C1)CCNN,COc1ccc(CCNN)cc1,1,"(0, 1)","(2, 3, 4, 5, 10, 11)"
515,COC1_CC_C-C_C1-C_CNN,-0.064664,COC1=CC=C(C=C1)C=CNN,COc1ccc(C=CNN)cc1,1,"(0, 1)","(2, 3, 4, 5, 10, 11)"
516,COC1_CC_C-C_C1-CN,-0.069044,COC1=CC=C(C=C1)CN,COc1ccc(CN)cc1,1,"(0, 1)","(2, 3, 4, 5, 8, 9)"
517,COC1_CC_C-C_C1-CNCN,-0.062714,COC1=CC=C(C=C1)CNCN,COc1ccc(CNCN)cc1,1,"(0, 1)","(2, 3, 4, 5, 10, 11)"
518,COC1_CC_C-C_C1-CN_CN,-0.067454,COC1=CC=C(C=C1)CN=CN,COc1ccc(CN=CN)cc1,1,"(0, 1)","(2, 3, 4, 5, 10, 11)"
519,COC1_CC_C-C_C1-CNN,-0.084624,COC1=CC=C(C=C1)CNN,COc1ccc(CNN)cc1,1,"(0, 1)","(2, 3, 4, 5, 9, 10)"
520,COC1_CC_C-C_C1-C_NN,-0.068084,COC1=CC=C(C=C1)C=NN,COc1ccc(C=NN)cc1,1,"(0, 1)","(2, 3, 4, 5, 9, 10)"
521,COC1_CC_C-C_C1-COCN,-0.059954,COC1=CC=C(C=C1)COCN,COc1ccc(COCN)cc1,1,"(0, 1)","(2, 3, 4, 5, 10, 11)"
522,COC1_CC_C-C_C1-CON,-0.065884,COC1=CC=C(C=C1)CON,COc1ccc(CON)cc1,1,"(0, 1)","(2, 3, 4, 5, 9, 10)"
523,COC1_CC_C-C_C1-N,-0.066794,COC1=CC=C(C=C1)N,COc1ccc(N)cc1,1,"(0, 1)","(2, 3, 4, 5, 7, 8)"
524,COC1_CC_C-C_C1-NCCN,-0.057374,COC1=CC=C(C=C1)NCCN,COc1ccc(NCCN)cc1,1,"(0, 1)","(2, 3, 4, 5, 10, 11)"
525,COC1_CC_C-C_C1-NCN,-0.043194,COC1=CC=C(C=C1)NCN,COc1ccc(NCN)cc1,1,"(0, 1)","(2, 3, 4, 5, 9, 10)"
526,COC1_CC_C-C_C1-NCNN,-0.010614,COC1=CC=C(C=C1)NCNN,COc1ccc(NCNN)cc1,1,"(0, 1)","(2, 3, 4, 5, 10, 11)"
527,COC1_CC_C-C_C1-NN,-0.065994,COC1=CC=C(C=C1)NN,COc1ccc(NN)cc1,1,"(0, 1)","(2, 3, 4, 5, 8, 9)"
528,COC1_CC_C-C_C1-N_NN,-0.059044,COC1=CC=C(C=C1)N=NN,COc1ccc(N=NN)cc1,1,"(0, 1)","(2, 3, 4, 5, 9, 10)"
529,COC1_CC_C-C_C1-NNNN,-0.096344,COC1=CC=C(C=C1)NNNN,COc1ccc(NNNN)cc1,1,"(0, 1)","(2, 3, 4, 5, 10, 11)"
530,COC1_CC_C-C_C1-OCCN,-0.053364,COC1=CC=C(C=C1)OCCN,COc1ccc(OCCN)cc1,1,"(0, 1)","(2, 3, 4, 5, 10, 11)"
531,COC1_CC_C-C_C1-OCN,-0.052954,COC1=CC=C(C=C1)OCN,COc1ccc(OCN)cc1,1,"(0, 1)","(2, 3, 4, 5, 9, 10)"
532,COC1_CC_C-C_C1-ON,-0.057144,COC1=CC=C(C=C1)ON,COc1ccc(ON)cc1,1,"(0, 1)","(2, 3, 4, 5, 8, 9)"
533,COCC1_CC_C-C_C1-C_NN,-0.032614,COCC1=CC=C(C=C1)C=NN,COCc1ccc(C=NN)cc1,1,"(0, 1)","(2,)"
534,COCC1_CC_C-C_C1-N,-0.027924,COCC1=CC=C(C=C1)N,COCc1ccc(N)cc1,1,"(0, 1)","(2,)"
535,COCC1_CC_C-C_C1-NN,-0.045634,COCC1=CC=C(C=C1)NN,COCc1ccc(NN)cc1,1,"(0, 1)","(2,)"
536,COCC1_CC_C-C_C1-ON,-0.019454,COCC1=CC=C(C=C1)ON,COCc1ccc(ON)cc1,1,"(0, 1)","(2,)"
537,COCC_CC1_CC_C-C_C1-N,-0.020194,COCC=CC1=CC=C(C=C1)N,COCC=Cc1ccc(N)cc1,1,"(0, 1)","(2,)"
538,COCCCC1_CC_C-C_C1-N,-0.011774,COCCCC1=CC=C(C=C1)N,COCCCc1ccc(N)cc1,1,"(0, 1)","(2,)"
539,COCCCCN,-0.018114,COCCCCN,COCCCCN,1,"(0, 1)","(2,)"
540,COCCCN,-0.011791,COCCCN,COCCCN,1,"(0, 1)","(2,)"
541,COC_CCN,-0.053751,COC=CCN,COC=CCN,1,"(0, 1)","(2,)"
543,COCC_CN_CN,-0.009504,COCC=CN=CN,COCC=CN=CN,1,"(0, 1)","(2,)"
544,COCCCNN,-0.048194,COCCCNN,COCCCNN,1,"(0, 1)","(2,)"
545,COCCCON,-0.056022,COCCCON,COCCCON,1,"(0, 1)","(2,)"
546,COCCN,-0.020675,COCCN,COCCN,1,"(0, 1)","(2,)"
547,COC_CN,-0.093073,COC=CN,COC=CN,1,"(0, 1)","(2,)"
548,COCCNC1_CC_C-C_C1-N,-0.099724,COCCNC1=CC=C(C=C1)N,COCCNc1ccc(N)cc1,1,"(0, 1)","(2,)"
549,COCCNCN,-0.026134,COCCNCN,COCCNCN,1,"(0, 1)","(2,)"
550,COCCNN,-0.001971,COCCNN,COCCNN,1,"(0, 1)","(2,)"
551,COCCOC1_CC_C-C_C1-N,-0.041284,COCCOC1=CC=C(C=C1)N,COCCOc1ccc(N)cc1,1,"(0, 1)","(2,)"
552,COCCOCN,-0.030918,COCCOCN,COCCOCN,1,"(0, 1)","(2,)"
553,COCCON,-0.045524,COCCON,COCCON,1,"(0, 1)","(2,)"
554,COCNC1_CC_C-C_C1-CN,-0.008104,COCNC1=CC=C(C=C1)CN,COCNc1ccc(CN)cc1,1,"(0, 1)","(2,)"
555,COCNC1_CC_C-C_C1-N,-0.008254,COCNC1=CC=C(C=C1)N,COCNc1ccc(N)cc1,1,"(0, 1)","(2,)"
556,COCNCCN,-0.020224,COCNCCN,COCNCCN,1,"(0, 1)","(2,)"
558,COCNCN,-0.024364,COCNCN,COCNCN,1,"(0, 1)","(2,)"
559,COCNN,-0.047601,COCNN,COCNN,1,"(0, 1)","(2,)"
560,COC_NN,-0.191093,COC=NN,COC=NN,1,"(0, 1)","(2,)"
561,COCOC1_CC_C-C_C1-N,-0.112524,COCOC1=CC=C(C=C1)N,COCOc1ccc(N)cc1,1,"(0, 1)","(2,)"
563,CONC1_CC_C-C_C1-CN,-0.000354,CONC1=CC=C(C=C1)CN,CONc1ccc(CN)cc1,1,"(0, 1)","(2,)"
564,CONC1_CC_C-C_C1-N,-0.072564,CONC1=CC=C(C=C1)N,CONc1ccc(N)cc1,1,"(0, 1)","(2,)"
565,CONCN,-0.065597,CONCN,CONCN,1,"(0, 1)","(2,)"
566,CON_CN,-0.066792,CON=CN,CON=CN,1,"(0, 1)","(2,)"
567,CONN,-0.048092,CONN,CONN,1,"(0, 1)","(2,)"
568,C-_O-NNN,-0.271352,C(=O)NNN,NNNC=O,1,"(0, 1)","(2,)"
569,C-_O-N_NN,-0.159729,C(=O)N=NN,NN=NC=O,1,"(0, 1)","(2,)"
570,CON_NN,-0.063164,CON=NN,CON=NN,1,"(0, 1)","(2,)"
571,C-_O-NN_NN,-0.313189,C(=O)NN=NN,NN=NNC=O,1,"(4, 5)","(3,)"
572,CONNNNN,-0.05412,CONNNNN,CONNNNN,1,"(0, 1)","(2,)"
574,C-ON-ON,-0.16593,C(ON)ON,NOCON,1,"(0, 1)","(2,)"
575,COOC1_CC_C-C_C1-N,-0.066564,COOC1=CC=C(C=C1)N,COOc1ccc(N)cc1,1,"(0, 1)","(2,)"
576,COOC1_CC_C-C_C1-ON,-0.028404,COOC1=CC=C(C=C1)ON,COOc1ccc(ON)cc1,1,"(0, 1)","(2,)"
577,COOCC1_CC_C-C_C1-N,-0.133774,COOCC1=CC=C(C=C1)N,COOCc1ccc(N)cc1,1,"(0, 1)","(2,)"
578,COOCCCN,-0.020431,COOCCCN,COOCCCN,1,"(0, 1)","(2,)"
579,COOCCN,-0.044629,COOCCN,COOCCN,1,"(0, 1)","(2,)"
580,COOCCON,-0.011539,COOCCON,COOCCON,1,"(0, 1)","(2,)"
582,C-O-ON,-0.188158,C(O)ON,NOCO,1,"(2, 3)","(1,)"
584,C-_O-ONN,-0.248841,C(=O)ONN,NNOC=O,1,"(3, 4)","(2,)"
585,C1_CC-_CC_C1C_CN_N-N,-0.182774,C1=CC(=CC=C1C=CN=N)N,N=NC=Cc1ccc(N)cc1,2,"(4, 5, 6, 7, 8, 9, 10)","(3,)"
586,C1_CC-_CC_C1CCN-N_N,-0.309874,C1=CC(=CC=C1CCN)N=N,N=Nc1ccc(CCN)cc1,2,"(8, 7)","(6,)"
587,C1_CC-_CC_C1NCCO-N_N,-0.288804,C1=CC(=CC=C1NCCO)N=N,N=Nc1ccc(NCCO)cc1,2,"(8, 9)","(7,)"
589,C-CCN-CCN_N,-0.375034,C(CCN)CCN=N,N=NCCCCCN,2,"(6, 7)","(5,)"
590,C-CCN_N-CC-_O-O,-0.333314,C(CCN=N)CC(=O)O,N=NCCCCC(=O)O,2,"(6, 7)","(8, 5)"
591,C-CCN_N-CNN,-0.425934,C(CCN=N)CNN,N=NCCCCNN,2,"(6, 7)","(5,)"
592,CC_NC_CN_N,-0.121306,CC=NC=CN=N,CC=NC=CN=N,2,"(0, 1)","(2,)"
593,C-CN-CON_N,-0.326997,C(CN)CON=N,N=NOCCCN,2,"(5, 6)","(4,)"
594,C-CN_N-N,-0.343188,C(CN=N)N,N=NCCN,2,"(3, 4)","(2,)"
595,C-CO-CON_N,-0.197315,C(CO)CON=N,N=NOCCCO,2,"(5, 6)","(4,)"
596,C-CO-NCN_N,-0.240096,C(CO)NCN=N,N=NCNCCO,2,"(5, 6)","(4,)"
598,C1_CC-_CC_C1CN-N_N,-0.294324,C1=CC(=CC=C1CN)N=N,N=Nc1ccc(CN)cc1,2,"(6, 7)","(2, 3, 4, 5, 8, 9)"
599,C1_CC-_CC_C1CO-N_N,-0.242534,C1=CC(=CC=C1CO)N=N,N=Nc1ccc(CO)cc1,2,"(6, 7)","(2, 3, 4, 5, 8, 9)"
600,C1C_C-C_CC1_CO-N_N,-0.298674,C1C=C(C=CC1=CO)N=N,N=NC1=CCC(=CO)C=C1,2,"(6, 7)","(2, 3, 4, 5, 8, 9)"
601,C1_CC-_CC_C1C-_O-O-ON_N,-0.201534,C1=CC(=CC=C1C(=O)O)ON=N,N=NOc1ccc(C(=O)O)cc1,2,"(8, 7)","(3, 4, 5, 6, 9, 10, 11)"
602,C1_CC-_CC_C1NCCC-_O-O-N_N,-0.370034,C1=CC(=CC=C1NCCC(=O)O)N=N,N=Nc1ccc(NCCC(=O)O)cc1,2,"(9, 10)","(8, 11)"
603,C1_CC-_CC_C1NN-N_N,-0.218774,C1=CC(=CC=C1NN)N=N,N=Nc1ccc(NN)cc1,2,"(6, 7)","(2, 3, 4, 5, 8, 9)"
604,C1_CC-_CC_C1O-ON_N,-0.219364,C1=CC(=CC=C1O)ON=N,N=NOc1ccc(O)cc1,2,"(3, 4, 5, 6, 7, 8, 9)","(2,)"
605,CC1_CC_C-C_C1-CN_N,-0.093374,CC1=CC=C(C=C1)CN=N,Cc1ccc(CN=N)cc1,2,"(0, 1, 2, 3, 4, 8, 9)","(5,)"
606,CCC1_CC_C-C_C1-CN_N,-0.040754,CCC1=CC=C(C=C1)CN=N,CCc1ccc(CN=N)cc1,2,"(0, 1)","(2, 3, 4, 5, 9, 10)"
607,CCCC1_CC_C-C_C1-N_N,-0.052434,CCCC1=CC=C(C=C1)N=N,CCCc1ccc(N=N)cc1,2,"(0, 1)","(2,)"
608,CCCCC1_CC_C-C_C1-N_N,-0.046394,CCCCC1=CC=C(C=C1)N=N,CCCCc1ccc(N=N)cc1,2,"(0, 1)","(2,)"
610,CCCCCCN_N,-0.054274,CCCCCCN=N,CCCCCCN=N,2,"(0, 1)","(2,)"
611,CC_CC_CN_N,-0.023609,CC=CC=CN=N,CC=CC=CN=N,2,"(0, 1)","(2,)"
612,CCCCCN_N,-0.122814,CCCCCN=N,CCCCCN=N,2,"(0, 1)","(2,)"
613,CCCCCON_N,-0.049484,CCCCCON=N,CCCCCON=N,2,"(0, 1)","(2,)"
614,CCCCNCN_N,-0.049574,CCCCNCN=N,CCCCNCN=N,2,"(0, 1)","(2,)"
615,CC_CCN_N,-0.029394,CC=CCN=N,CC=CCN=N,2,"(0, 1)","(2,)"
617,CC_CC_NN_N,-0.00063,CC=CC=NN=N,CC=CC=NN=N,2,"(0, 1)","(2,)"
618,CCCCON_N,-0.043856,CCCCON=N,CCCCON=N,2,"(0, 1)","(2,)"
619,CCCNC1_CC_C-C_C1-N_N,-0.049444,CCCNC1=CC=C(C=C1)N=N,CCCNc1ccc(N=N)cc1,2,"(0, 1)","(2,)"
620,CCCNCN_N,-0.050884,CCCNCN=N,CCCNCN=N,2,"(0, 1)","(2,)"
621,CCCNCON_N,-0.060634,CCCNCON=N,CCCNCON=N,2,"(0, 1)","(2,)"
622,C-CCN_N-CN,-0.317594,C(CCN=N)CN,N=NCCCCN,2,"(5, 6)","(4,)"
624,CC_CN_NN_N,-0.140938,CC=CN=NN=N,CC=CN=NN=N,2,"(0, 1)","(2,)"
625,C-CC-_O-O-CN_N,-0.298576,C(CC(=O)O)CN=N,N=NCCCC(=O)O,2,"(5, 6)","(4, 7)"
626,CCNCCC1_CC_C-C_C1-N_N,-0.040514,CCNCCC1=CC=C(C=C1)N=N,CCNCCc1ccc(N=N)cc1,2,"(0, 1)","(2,)"
627,CCNCCCN_N,-0.121604,CCNCCCN=N,CCNCCCN=N,2,"(0, 1)","(2,)"
628,C-CNCN_N-N,-0.347629,C(CNCN=N)N,N=NCNCCN,2,"(5, 6)","(4,)"
630,C-CN_N-C-_O-O,-0.320784,C(CN=N)C(=O)O,N=NCCC(=O)O,2,"(4, 5)","(3, 6)"
632,CCOC1_CC_C-C_C1-N_N,-0.030944,CCOC1=CC=C(C=C1)N=N,CCOc1ccc(N=N)cc1,2,"(0, 1)","(2,)"
633,CCON_N,-0.030628,CCON=N,CCON=N,2,"(0, 1)","(2,)"
634,CNC1_CC_C-C_C1-N_N,-0.083634,CNC1=CC=C(C=C1)N=N,CNc1ccc(N=N)cc1,2,"(0, 1)","(2, 3, 4, 5, 8, 9)"
635,CNCCN_N,-0.031537,CNCCN=N,CNCCN=N,2,"(0, 1)","(2,)"
636,CN_CC_NN_N,-0.048513,CN=CC=NN=N,CN=CC=NN=N,2,"(0, 1)","(2,)"
637,CNCCON_N,-0.042919,CNCCON=N,CNCCON=N,2,"(0, 1)","(2,)"
638,C-_N-C_NN_N,-0.259912,C(=N)C=NN=N,N=CC=NN=N,2,"(0, 1)","(2,)"
639,COC1_CC_C-C_C1-CCN_N,-0.068654,COC1=CC=C(C=C1)CCN=N,COc1ccc(CCN=N)cc1,2,"(0, 1)","(2, 3, 4, 5, 10, 11)"
640,COC1_CC_C-C_C1-CNCON_N,-0.086224,COC1=CC=C(C=C1)CNCON=N,COc1ccc(CNCON=N)cc1,2,"(0, 1)","(2, 3, 4, 5, 12, 13)"
641,COC1_CC_C-C_C1-CN_N,-0.066144,COC1=CC=C(C=C1)CN=N,COc1ccc(CN=N)cc1,2,"(0, 1)","(2, 3, 4, 5, 9, 10)"
642,COC1_CC_C-C_C1-C_NN_N,-0.072024,COC1=CC=C(C=C1)C=NN=N,COc1ccc(C=NN=N)cc1,2,"(0, 1)","(2, 3, 4, 5, 10, 11)"
643,COC1_CC_C-C_C1-N_N,-0.090004,COC1=CC=C(C=C1)N=N,COc1ccc(N=N)cc1,2,"(0, 1)","(2, 3, 4, 5, 8, 9)"
644,COCC1_CC_C-C_C1-ON_N,-0.024874,COCC1=CC=C(C=C1)ON=N,COCc1ccc(ON=N)cc1,2,"(0, 1)","(2,)"
645,COCCCCCN_N,-0.032194,COCCCCCN=N,COCCCCCN=N,2,"(0, 1)","(2,)"
646,COCCCN_N,-0.095423,COCCCN=N,COCCCN=N,2,"(0, 1)","(2,)"
647,COC_NN_N,-0.115529,COC=NN=N,COC=NN=N,2,"(0, 1)","(2,)"
648,C1_CC-_CC_C1CCC-_O-O-P,-0.301644,C1=CC(=CC=C1CCC(=O)O)P,O=C(O)CCc1ccc(P)cc1,3,"(0, 1)","(2, 3)"
649,C1_CC-_CC_C1C_CC_O-P,-0.284914,C1=CC(=CC=C1C=CC=O)P,O=CC=Cc1ccc(P)cc1,3,"(0, 1)","(2,)"
650,C1_CC-_CC_C1CCN-P,-0.302834,C1=CC(=CC=C1CCN)P,NCCc1ccc(P)cc1,3,"(0, 1)","(2,)"
651,C1_CC-_CC_C1CCNP-N,-0.264764,C1=CC(=CC=C1CCNP)N,Nc1ccc(CCNP)cc1,3,"(0, 1, 2, 3, 4, 9, 10)","(5,)"
652,C1_CC-_CC_C1CCNP-O,-0.320774,C1=CC(=CC=C1CCNP)O,Oc1ccc(CCNP)cc1,3,"(0, 1, 2, 3, 4, 9, 10)","(5,)"
653,C1_CC-_CC_C1CC-_O-O-CP,-0.359904,C1=CC(=CC=C1CC(=O)O)CP,O=C(O)Cc1ccc(CP)cc1,3,"(0, 1)","(2, 3)"
654,C1_CC-_CC_C1CCO-P,-0.232034,C1=CC(=CC=C1CCO)P,OCCc1ccc(P)cc1,3,"(0, 1)","(2,)"
655,C1_CC-_CC_C1CCP-C-_O-O,-0.388514,C1=CC(=CC=C1CCP)C(=O)O,O=C(O)c1ccc(CCP)cc1,3,"(0, 1)","(2, 3, 4, 5, 6, 10, 11)"
656,C1_CC-_CC_C1CCP-N,-0.235814,C1=CC(=CC=C1CCP)N,Nc1ccc(CCP)cc1,3,"(0, 1, 2, 3, 4, 8, 9)","(5,)"
657,C1_CC-_CC_C1CN-NP,-0.316614,C1=CC(=CC=C1CN)NP,NCc1ccc(NP)cc1,3,"(0, 1)","(2, 3, 4, 5, 8, 9)"
658,C1_CC-_CC_C1CN-P,-0.397384,C1=CC(=CC=C1CN)P,NCc1ccc(P)cc1,3,"(0, 1)","(2, 3, 4, 5, 7, 8)"
659,C1_CC-_CC_C1CNP-C-_O-O,-0.359084,C1=CC(=CC=C1CNP)C(=O)O,O=C(O)c1ccc(CNP)cc1,3,"(0, 1)","(2, 3, 4, 5, 6, 10, 11)"
660,C1_CC-_CC_C1CNP-N,-0.271084,C1=CC(=CC=C1CNP)N,Nc1ccc(CNP)cc1,3,"(0, 1, 2, 3, 4, 8, 9)","(5,)"
661,C1_CC-_CC_C1CNP-O,-0.185034,C1=CC(=CC=C1CNP)O,Oc1ccc(CNP)cc1,3,"(0, 1, 2, 3, 4, 8, 9)","(5,)"
662,C1_CC-_CC_C1C-_O-O-NP,-0.218784,C1=CC(=CC=C1C(=O)O)NP,O=C(O)c1ccc(NP)cc1,3,"(0, 1)","(2, 3, 4, 5, 6, 9, 10)"
663,C1_CC-_CC_C1C-_O-O-OP,-0.221764,C1=CC(=CC=C1C(=O)O)OP,O=C(O)c1ccc(OP)cc1,3,"(0, 1)","(2, 3, 4, 5, 6, 9, 10)"
664,C1_CC-_CC_C1CO-OP,-0.345884,C1=CC(=CC=C1CO)OP,OCc1ccc(OP)cc1,3,"(0, 1)","(2, 3, 4, 5, 8, 9)"
666,C1_CC-_CC_C1COP-C-_O-O,-0.320984,C1=CC(=CC=C1COP)C(=O)O,O=C(O)c1ccc(COP)cc1,3,"(0, 1)","(2, 3, 4, 5, 6, 10, 11)"
667,C1_CC-_CC_C1COP-O,-0.191994,C1=CC(=CC=C1COP)O,Oc1ccc(COP)cc1,3,"(0, 1, 2, 3, 4, 8, 9)","(5,)"
668,C1_CC-_CC_C1CP-C-_O-O,-0.318754,C1=CC(=CC=C1CP)C(=O)O,O=C(O)c1ccc(CP)cc1,3,"(0, 1)","(2, 3, 4, 5, 6, 9, 10)"
669,C1_CC-_CC_C1CP-N,-0.150344,C1=CC(=CC=C1CP)N,Nc1ccc(CP)cc1,3,"(0, 1, 2, 3, 4, 7, 8)","(5,)"
670,C1_CC-_CC_C1CP-O,-0.229784,C1=CC(=CC=C1CP)O,Oc1ccc(CP)cc1,3,"(0, 1, 2, 3, 4, 7, 8)","(5,)"
671,C1_CC-_CC_C1CP-OCC-_O-O,-0.385834,C1=CC(=CC=C1CP)OCC(=O)O,O=C(O)COc1ccc(CP)cc1,3,"(0, 1)","(2, 3)"
672,C1_CC-_CC_C1CP-ON,-0.174394,C1=CC(=CC=C1CP)ON,NOc1ccc(CP)cc1,3,"(0, 1)","(2, 3, 4, 5, 8, 9)"
673,C1_CC-_CC_C1N-NP,-0.188774,C1=CC(=CC=C1N)NP,Nc1ccc(NP)cc1,3,"(0, 1, 2, 3, 4, 7, 8)","(5,)"
674,C1_CC-_CC_C1NN-P,-0.286364,C1=CC(=CC=C1NN)P,NNc1ccc(P)cc1,3,"(0, 1)","(2, 3, 4, 5, 7, 8)"
675,C1_CC-_CC_C1N-OP,-0.253914,C1=CC(=CC=C1N)OP,Nc1ccc(OP)cc1,3,"(0, 1, 2, 3, 4, 7, 8)","(5,)"
676,C1_CC-_CC_C1NP-O,-0.291464,C1=CC(=CC=C1NP)O,Oc1ccc(NP)cc1,3,"(0, 1, 2, 3, 4, 7, 8)","(5,)"
677,C1_CC-_CC_C1OCCN-P,-0.364554,C1=CC(=CC=C1OCCN)P,NCCOc1ccc(P)cc1,3,"(0, 1)","(2,)"
678,C1_CC-_CC_C1OCC-_O-O-P,-0.383984,C1=CC(=CC=C1OCC(=O)O)P,O=C(O)COc1ccc(P)cc1,3,"(0, 1)","(2, 3)"
679,C1_CC-_CC_C1OCCO-P,-0.227244,C1=CC(=CC=C1OCCO)P,OCCOc1ccc(P)cc1,3,"(0, 1)","(2,)"
680,C1_CC-_CC_C1O-OP,-0.2891,C1=CC(=CC=C1O)OP,Oc1ccc(OP)cc1,3,"(0, 1, 2, 3, 4, 7, 8)","(5,)"
681,CC1_CC_C-C_C1-CCP,-0.063254,CC1=CC=C(C=C1)CCP,Cc1ccc(CCP)cc1,3,"(0, 1, 2, 3, 4, 8, 9)","(5,)"
682,CC1_CC_C-C_C1-CNP,-0.085374,CC1=CC=C(C=C1)CNP,Cc1ccc(CNP)cc1,3,"(0, 1, 2, 3, 4, 8, 9)","(5,)"
683,CC1_CC_C-C_C1-COP,-0.072244,CC1=CC=C(C=C1)COP,Cc1ccc(COP)cc1,3,"(0, 1, 2, 3, 4, 8, 9)","(5,)"
685,CC1_CC_C-C_C1-C_P,-0.072014,CC1=CC=C(C=C1)C=P,Cc1ccc(C=P)cc1,3,"(0, 1, 2, 3, 4, 7, 8)","(5,)"
686,CC1_CC_C-C_C1-NP,-0.053084,CC1=CC=C(C=C1)NP,Cc1ccc(NP)cc1,3,"(0, 1, 2, 3, 4, 7, 8)","(5,)"
687,CC1_CC_C-C_C1-OCCP,-0.050194,CC1=CC=C(C=C1)OCCP,Cc1ccc(OCCP)cc1,3,"(0, 1, 2, 3, 4, 9, 10)","(5,)"
688,CC1_CC_C-C_C1-OCP,-0.052204,CC1=CC=C(C=C1)OCP,Cc1ccc(OCP)cc1,3,"(0, 1, 2, 3, 4, 8, 9)","(5,)"
689,CC1_CC_C-C_C1-OP,-0.068124,CC1=CC=C(C=C1)OP,Cc1ccc(OP)cc1,3,"(0, 1, 2, 3, 4, 7, 8)","(5,)"
690,CCC1_CC_C-C_C1-CP,-0.042424,CCC1=CC=C(C=C1)CP,CCc1ccc(CP)cc1,3,"(0, 1)","(2, 3, 4, 5, 8, 9)"
691,CCC1_CC_C-C_C1-NP,-0.063984,CCC1=CC=C(C=C1)NP,CCc1ccc(NP)cc1,3,"(0, 1)","(2, 3, 4, 5, 8, 9)"
692,CCC1_CC_C-C_C1-OCP,-0.030274,CCC1=CC=C(C=C1)OCP,CCc1ccc(OCP)cc1,3,"(0, 1)","(2, 3, 4, 5, 9, 10)"
693,CCC1_CC_C-C_C1-OP,-0.032204,CCC1=CC=C(C=C1)OP,CCc1ccc(OP)cc1,3,"(0, 1)","(2, 3, 4, 5, 8, 9)"
694,CCC1_CC_C-C_C1-P,-0.074654,CCC1=CC=C(C=C1)P,CCc1ccc(P)cc1,3,"(0, 1)","(2, 3, 4, 5, 7, 8)"
695,CCCC1_CC_C-C_C1-OP,-0.028944,CCCC1=CC=C(C=C1)OP,CCCc1ccc(OP)cc1,3,"(0, 1)","(2,)"
696,CCCC1_CC_C-C_C1-P,-0.047274,CCCC1=CC=C(C=C1)P,CCCc1ccc(P)cc1,3,"(0, 1)","(2,)"
697,CCCCC1_CC_C-C_C1-P,-0.040534,CCCCC1=CC=C(C=C1)P,CCCCc1ccc(P)cc1,3,"(0, 1)","(2,)"
698,CCCCCP,-0.029304,CCCCCP,CCCCCP,3,"(0, 1)","(2,)"
699,CC_CCCP,-0.028297,CC=CCCP,CC=CCCP,3,"(0, 1)","(2,)"
